id;numero;nome;status;arquivos_locais;detalhe
me01-001;001;Bulbasaur;inconclusivo;;high.webp: HTTP 503
me01-002;002;Ivysaur;inconclusivo;;high.webp: HTTP 503
me01-003;003;Mega Venusaur ex;disponivel_tcgdex;;https://assets.tcgdex.net/pt/me/me01/003/high.webp
me01-004;004;Exeggcute;disponivel_tcgdex;;https://assets.tcgdex.net/pt/me/me01/004/high.webp
me01-005;005;Exeggutor;disponivel_tcgdex;;https://assets.tcgdex.net/pt/me/me01/005/high.webp
me01-006;006;Tangela;disponivel_tcgdex;;https://assets.tcgdex.net/pt/me/me01/006/high.webp
me01-007;007;Tangrowth;disponivel_tcgdex;;https://assets.tcgdex.net/pt/me/me01/007/high.webp
me01-008;008;Chikorita;disponivel_tcgdex;;https://assets.tcgdex.net/pt/me/me01/008/high.webp
me01-009;009;Bayleef;disponivel_tcgdex;;https://assets.tcgdex.net/pt/me/me01/009/high.webp
me01-010;010;Meganium;disponivel_tcgdex;;https://assets.tcgdex.net/pt/me/me01/010/high.webp
me01-011;011;Shuckle;disponivel_tcgdex;;https://assets.tcgdex.net/pt/me/me01/011/high.webp
me01-012;012;Celebi;disponivel_tcgdex;;https://assets.tcgdex.net/pt/me/me01/012/high.webp
me01-013;013;Seedot;disponivel_tcgdex;;https://assets.tcgdex.net/pt/me/me01/013/high.webp
me01-014;014;Nuzleaf;disponivel_tcgdex;;https://assets.tcgdex.net/pt/me/me01/014/high.webp
me01-015;015;Shiftry;disponivel_tcgdex;;https://assets.tcgdex.net/pt/me/me01/015/high.webp
me01-016;016;Nincada;disponivel_tcgdex;;https://assets.tcgdex.net/pt/me/me01/016/high.webp
me01-017;017;Ninjask;disponivel_tcgdex;;https://assets.tcgdex.net/pt/me/me01/017/high.webp
me01-018;018;Dhelmise;disponivel_tcgdex;;https://assets.tcgdex.net/pt/me/me01/018/high.webp
me01-019;019;Vulpix;disponivel_tcgdex;;https://assets.tcgdex.net/pt/me/me01/019/high.webp
me01-020;020;Ninetales;disponivel_tcgdex;;https://assets.tcgdex.net/pt/me/me01/020/high.webp
me01-021;021;Numel;disponivel_tcgdex;;https://assets.tcgdex.net/pt/me/me01/021/high.webp
me01-022;022;Mega Camerupt ex;disponivel_tcgdex;;https://assets.tcgdex.net/pt/me/me01/022/high.webp
me01-023;023;Litleo;disponivel_tcgdex;;https://assets.tcgdex.net/pt/me/me01/023/high.webp
me01-024;024;Pyroar;disponivel_tcgdex;;https://assets.tcgdex.net/pt/me/me01/024/high.webp
me01-025;025;Volcanion;disponivel_tcgdex;;https://assets.tcgdex.net/pt/me/me01/025/high.webp
me01-026;026;Scorbunny;disponivel_tcgdex;;https://assets.tcgdex.net/pt/me/me01/026/high.webp
me01-027;027;Raboot;disponivel_tcgdex;;https://assets.tcgdex.net/pt/me/me01/027/high.webp
me01-028;028;Cinderace;disponivel_tcgdex;;https://assets.tcgdex.net/pt/me/me01/028/high.webp
me01-029;029;Sizzlipede;disponivel_tcgdex;;https://assets.tcgdex.net/pt/me/me01/029/high.webp
me01-030;030;Centiskorch;disponivel_tcgdex;;https://assets.tcgdex.net/pt/me/me01/030/high.webp
me01-031;031;Chi-Yu;disponivel_tcgdex;;https://assets.tcgdex.net/pt/me/me01/031/high.webp
me01-032;032;Mantine;disponivel_tcgdex;;https://assets.tcgdex.net/pt/me/me01/032/high.webp
me01-033;033;Corphish;disponivel_tcgdex;;https://assets.tcgdex.net/pt/me/me01/033/high.webp
me01-034;034;Kyogre;disponivel_tcgdex;;https://assets.tcgdex.net/pt/me/me01/034/high.webp
me01-035;035;Snover;disponivel_tcgdex;;https://assets.tcgdex.net/pt/me/me01/035/high.webp
me01-036;036;Mega Abomasnow ex;disponivel_tcgdex;;https://assets.tcgdex.net/pt/me/me01/036/high.webp
me01-037;037;Clauncher;disponivel_tcgdex;;https://assets.tcgdex.net/pt/me/me01/037/high.webp
me01-038;038;Clawitzer;disponivel_tcgdex;;https://assets.tcgdex.net/pt/me/me01/038/high.webp
me01-039;039;Sobble;disponivel_tcgdex;;https://assets.tcgdex.net/pt/me/me01/039/high.webp
me01-040;040;Drizzile;disponivel_tcgdex;;https://assets.tcgdex.net/pt/me/me01/040/high.webp
me01-041;041;Inteleon;disponivel_tcgdex;;https://assets.tcgdex.net/pt/me/me01/041/high.webp
me01-042;042;Snom;disponivel_tcgdex;;https://assets.tcgdex.net/pt/me/me01/042/high.webp
me01-043;043;Frosmoth;disponivel_tcgdex;;https://assets.tcgdex.net/pt/me/me01/043/high.webp
me01-044;044;Eiscue;disponivel_tcgdex;;https://assets.tcgdex.net/pt/me/me01/044/high.webp
me01-045;045;Magnemite;disponivel_tcgdex;;https://assets.tcgdex.net/pt/me/me01/045/high.webp
me01-046;046;Magneton;disponivel_tcgdex;;https://assets.tcgdex.net/pt/me/me01/046/high.webp
me01-047;047;Magnezone;disponivel_tcgdex;;https://assets.tcgdex.net/pt/me/me01/047/high.webp
me01-048;048;Raikou;disponivel_tcgdex;;https://assets.tcgdex.net/pt/me/me01/048/high.webp
me01-049;049;Electrike;disponivel_tcgdex;;https://assets.tcgdex.net/pt/me/me01/049/high.webp
me01-050;050;Mega Manectric ex;disponivel_tcgdex;;https://assets.tcgdex.net/pt/me/me01/050/high.webp
me01-051;051;Pachirisu;disponivel_tcgdex;;https://assets.tcgdex.net/pt/me/me01/051/high.webp
me01-052;052;Helioptile;disponivel_tcgdex;;https://assets.tcgdex.net/pt/me/me01/052/high.webp
me01-053;053;Heliolisk;disponivel_tcgdex;;https://assets.tcgdex.net/pt/me/me01/053/high.webp
me01-054;054;Abra;disponivel_tcgdex;;https://assets.tcgdex.net/pt/me/me01/054/high.webp
me01-055;055;Kadabra;disponivel_tcgdex;;https://assets.tcgdex.net/pt/me/me01/055/high.webp
me01-056;056;Alakazam;disponivel_tcgdex;;https://assets.tcgdex.net/pt/me/me01/056/high.webp
me01-057;057;Jynx;disponivel_tcgdex;;https://assets.tcgdex.net/pt/me/me01/057/high.webp
me01-058;058;Ralts;disponivel_tcgdex;;https://assets.tcgdex.net/pt/me/me01/058/high.webp
me01-059;059;Kirlia;disponivel_tcgdex;;https://assets.tcgdex.net/pt/me/me01/059/high.webp
me01-060;060;Mega Gardevoir ex;disponivel_tcgdex;;https://assets.tcgdex.net/pt/me/me01/060/high.webp
me01-061;061;Shedinja;disponivel_tcgdex;;https://assets.tcgdex.net/pt/me/me01/061/high.webp
me01-062;062;Spoink;disponivel_tcgdex;;https://assets.tcgdex.net/pt/me/me01/062/high.webp
me01-063;063;Grumpig;disponivel_tcgdex;;https://assets.tcgdex.net/pt/me/me01/063/high.webp
me01-064;064;Xerneas;disponivel_tcgdex;;https://assets.tcgdex.net/pt/me/me01/064/high.webp
me01-065;065;Greavard;disponivel_tcgdex;;https://assets.tcgdex.net/pt/me/me01/065/high.webp
me01-066;066;Houndstone;disponivel_tcgdex;;https://assets.tcgdex.net/pt/me/me01/066/high.webp
me01-067;067;Gimmighoul;disponivel_tcgdex;;https://assets.tcgdex.net/pt/me/me01/067/high.webp
me01-068;068;Sandshrew;disponivel_tcgdex;;https://assets.tcgdex.net/pt/me/me01/068/high.webp
me01-069;069;Sandslash;disponivel_tcgdex;;https://assets.tcgdex.net/pt/me/me01/069/high.webp
me01-070;070;Onix;disponivel_tcgdex;;https://assets.tcgdex.net/pt/me/me01/070/high.webp
me01-071;071;Tyrogue;disponivel_tcgdex;;https://assets.tcgdex.net/pt/me/me01/071/high.webp
me01-072;072;Makuhita;disponivel_tcgdex;;https://assets.tcgdex.net/pt/me/me01/072/high.webp
me01-073;073;Hariyama;disponivel_tcgdex;;https://assets.tcgdex.net/pt/me/me01/073/high.webp
me01-074;074;Lunatone;disponivel_tcgdex;;https://assets.tcgdex.net/pt/me/me01/074/high.webp
me01-075;075;Solrock;disponivel_tcgdex;;https://assets.tcgdex.net/pt/me/me01/075/high.webp
me01-076;076;Riolu;disponivel_tcgdex;;https://assets.tcgdex.net/pt/me/me01/076/high.webp
me01-077;077;Mega Lucario ex;disponivel_tcgdex;;https://assets.tcgdex.net/pt/me/me01/077/high.webp
me01-078;078;Croagunk;disponivel_tcgdex;;https://assets.tcgdex.net/pt/me/me01/078/high.webp
me01-079;079;Toxicroak;disponivel_tcgdex;;https://assets.tcgdex.net/pt/me/me01/079/high.webp
me01-080;080;Marshadow;disponivel_tcgdex;;https://assets.tcgdex.net/pt/me/me01/080/high.webp
me01-081;081;Stonjourner;disponivel_tcgdex;;https://assets.tcgdex.net/pt/me/me01/081/high.webp
me01-082;082;Nacli;disponivel_tcgdex;;https://assets.tcgdex.net/pt/me/me01/082/high.webp
me01-083;083;Naclstack;disponivel_tcgdex;;https://assets.tcgdex.net/pt/me/me01/083/high.webp
me01-084;084;Garganacl;disponivel_tcgdex;;https://assets.tcgdex.net/pt/me/me01/084/high.webp
me01-085;085;Crawdaunt;disponivel_tcgdex;;https://assets.tcgdex.net/pt/me/me01/085/high.webp
me01-086;086;Mega Absol ex;disponivel_tcgdex;;https://assets.tcgdex.net/pt/me/me01/086/high.webp
me01-087;087;Spiritomb;disponivel_tcgdex;;https://assets.tcgdex.net/pt/me/me01/087/high.webp
me01-088;088;Yveltal;disponivel_tcgdex;;https://assets.tcgdex.net/pt/me/me01/088/high.webp
me01-089;089;Nickit;disponivel_tcgdex;;https://assets.tcgdex.net/pt/me/me01/089/high.webp
me01-090;090;Thievul;disponivel_tcgdex;;https://assets.tcgdex.net/pt/me/me01/090/high.webp
me01-091;091;Shroodle;disponivel_tcgdex;;https://assets.tcgdex.net/pt/me/me01/091/high.webp
me01-092;092;Grafaiai;disponivel_tcgdex;;https://assets.tcgdex.net/pt/me/me01/092/high.webp
me01-093;093;Steelix;disponivel_tcgdex;;https://assets.tcgdex.net/pt/me/me01/093/high.webp
me01-094;094;Mega Mawile ex;disponivel_tcgdex;;https://assets.tcgdex.net/pt/me/me01/094/high.webp
me01-095;095;Dialga;disponivel_tcgdex;;https://assets.tcgdex.net/pt/me/me01/095/high.webp
me01-096;096;Tinkatink;disponivel_tcgdex;;https://assets.tcgdex.net/pt/me/me01/096/high.webp
me01-097;097;Tinkatuff;disponivel_tcgdex;;https://assets.tcgdex.net/pt/me/me01/097/high.webp
me01-098;098;Tinkaton;disponivel_tcgdex;;https://assets.tcgdex.net/pt/me/me01/098/high.webp
me01-099;099;Gholdengo;disponivel_tcgdex;;https://assets.tcgdex.net/pt/me/me01/099/high.webp
me01-100;100;Mega Latias ex;disponivel_tcgdex;;https://assets.tcgdex.net/pt/me/me01/100/high.webp
me01-101;101;Latios;disponivel_tcgdex;;https://assets.tcgdex.net/pt/me/me01/101/high.webp
me01-102;102;Spearow;disponivel_tcgdex;;https://assets.tcgdex.net/pt/me/me01/102/high.webp
me01-103;103;Fearow;disponivel_tcgdex;;https://assets.tcgdex.net/pt/me/me01/103/high.webp
me01-104;104;Mega Kangaskhan ex;disponivel_tcgdex;;https://assets.tcgdex.net/pt/me/me01/104/high.webp
me01-105;105;Delibird;disponivel_tcgdex;;https://assets.tcgdex.net/pt/me/me01/105/high.webp
me01-106;106;Miltank;disponivel_tcgdex;;https://assets.tcgdex.net/pt/me/me01/106/high.webp
me01-107;107;Buneary;disponivel_tcgdex;;https://assets.tcgdex.net/pt/me/me01/107/high.webp
me01-108;108;Lopunny;disponivel_tcgdex;;https://assets.tcgdex.net/pt/me/me01/108/high.webp
me01-109;109;Yungoos;disponivel_tcgdex;;https://assets.tcgdex.net/pt/me/me01/109/high.webp
me01-110;110;Gumshoos;disponivel_tcgdex;;https://assets.tcgdex.net/pt/me/me01/110/high.webp
me01-111;111;Stufful;disponivel_tcgdex;;https://assets.tcgdex.net/pt/me/me01/111/high.webp
me01-112;112;Bewear;disponivel_tcgdex;;https://assets.tcgdex.net/pt/me/me01/112/high.webp
me01-113;113;Traquinagem da Acerola;disponivel_tcgdex;;https://assets.tcgdex.net/pt/me/me01/113/high.webp
me01-114;114;Ordem da Chefia;disponivel_tcgdex;;https://assets.tcgdex.net/pt/me/me01/114/high.webp
me01-115;115;Substituição de Energia;disponivel_tcgdex;;https://assets.tcgdex.net/pt/me/me01/115/high.webp
me01-116;116;Gongo de Luta;disponivel_tcgdex;;https://assets.tcgdex.net/pt/me/me01/116/high.webp
me01-117;117;Floresta da Vitalidade;disponivel_tcgdex;;https://assets.tcgdex.net/pt/me/me01/117/high.webp
me01-118;118;Defensor Férreo;disponivel_tcgdex;;https://assets.tcgdex.net/pt/me/me01/118/high.webp
me01-119;119;Determinação da Lílian;disponivel_tcgdex;;https://assets.tcgdex.net/pt/me/me01/119/high.webp
me01-120;120;Barganha do Ten. Surge;disponivel_tcgdex;;https://assets.tcgdex.net/pt/me/me01/120/high.webp
me01-121;121;Megassinal;disponivel_tcgdex;;https://assets.tcgdex.net/pt/me/me01/121/high.webp
me01-122;122;Jardim Misterioso;disponivel_tcgdex;;https://assets.tcgdex.net/pt/me/me01/122/high.webp
me01-123;123;Dama do Centro Pokémon;disponivel_tcgdex;;https://assets.tcgdex.net/pt/me/me01/123/high.webp
me01-124;124;Suplemento Premium Pro;disponivel_tcgdex;;https://assets.tcgdex.net/pt/me/me01/124/high.webp
me01-125;125;Doce Raro;disponivel_tcgdex;;https://assets.tcgdex.net/pt/me/me01/125/high.webp
me01-126;126;Repelente;disponivel_tcgdex;;https://assets.tcgdex.net/pt/me/me01/126/high.webp
me01-127;127;Ruínas Arriscadas;disponivel_tcgdex;;https://assets.tcgdex.net/pt/me/me01/127/high.webp
me01-128;128;Relógio Insólito;disponivel_tcgdex;;https://assets.tcgdex.net/pt/me/me01/128/high.webp
me01-129;129;Praia de Surfista;disponivel_tcgdex;;https://assets.tcgdex.net/pt/me/me01/129/high.webp
me01-130;130;Substituição;disponivel_tcgdex;;https://assets.tcgdex.net/pt/me/me01/130/high.webp
me01-131;131;Ultra Bola;disponivel_tcgdex;;https://assets.tcgdex.net/pt/me/me01/131/high.webp
me01-132;132;Compaixão do Wally;disponivel_tcgdex;;https://assets.tcgdex.net/pt/me/me01/132/high.webp
me01-133;133;Bulbasaur;disponivel_tcgdex;;https://assets.tcgdex.net/pt/me/me01/133/high.webp
me01-134;134;Ivysaur;disponivel_tcgdex;;https://assets.tcgdex.net/pt/me/me01/134/high.webp
me01-135;135;Exeggutor;disponivel_tcgdex;;https://assets.tcgdex.net/pt/me/me01/135/high.webp
me01-136;136;Shuckle;disponivel_tcgdex;;https://assets.tcgdex.net/pt/me/me01/136/high.webp
me01-137;137;Ninjask;disponivel_tcgdex;;https://assets.tcgdex.net/pt/me/me01/137/high.webp
me01-138;138;Vulpix;disponivel_tcgdex;;https://assets.tcgdex.net/pt/me/me01/138/high.webp
me01-139;139;Litleo;disponivel_tcgdex;;https://assets.tcgdex.net/pt/me/me01/139/high.webp
me01-140;140;Snover;disponivel_tcgdex;;https://assets.tcgdex.net/pt/me/me01/140/high.webp
me01-141;141;Clawitzer;disponivel_tcgdex;;https://assets.tcgdex.net/pt/me/me01/141/high.webp
me01-142;142;Inteleon;disponivel_tcgdex;;https://assets.tcgdex.net/pt/me/me01/142/high.webp
me01-143;143;Helioptile;disponivel_tcgdex;;https://assets.tcgdex.net/pt/me/me01/143/high.webp
me01-144;144;Shedinja;disponivel_tcgdex;;https://assets.tcgdex.net/pt/me/me01/144/high.webp
me01-145;145;Houndstone;disponivel_tcgdex;;https://assets.tcgdex.net/pt/me/me01/145/high.webp
me01-146;146;Marshadow;disponivel_tcgdex;;https://assets.tcgdex.net/pt/me/me01/146/high.webp
me01-147;147;Garganacl;disponivel_tcgdex;;https://assets.tcgdex.net/pt/me/me01/147/high.webp
me01-148;148;Spiritomb;disponivel_tcgdex;;https://assets.tcgdex.net/pt/me/me01/148/high.webp
me01-149;149;Shroodle;disponivel_tcgdex;;https://assets.tcgdex.net/pt/me/me01/149/high.webp
me01-150;150;Steelix;disponivel_tcgdex;;https://assets.tcgdex.net/pt/me/me01/150/high.webp
me01-151;151;Spearow;disponivel_tcgdex;;https://assets.tcgdex.net/pt/me/me01/151/high.webp
me01-152;152;Delibird;disponivel_tcgdex;;https://assets.tcgdex.net/pt/me/me01/152/high.webp
me01-153;153;Gumshoos;disponivel_tcgdex;;https://assets.tcgdex.net/pt/me/me01/153/high.webp
me01-154;154;Stufful;disponivel_tcgdex;;https://assets.tcgdex.net/pt/me/me01/154/high.webp
me01-155;155;Mega Venusaur ex;disponivel_tcgdex;;https://assets.tcgdex.net/pt/me/me01/155/high.webp
me01-156;156;Mega Camerupt ex;disponivel_tcgdex;;https://assets.tcgdex.net/pt/me/me01/156/high.webp
me01-157;157;Mega Abomasnow ex;disponivel_tcgdex;;https://assets.tcgdex.net/pt/me/me01/157/high.webp
me01-158;158;Mega Manectric ex;disponivel_tcgdex;;https://assets.tcgdex.net/pt/me/me01/158/high.webp
me01-159;159;Mega Gardevoir ex;disponivel_tcgdex;;https://assets.tcgdex.net/pt/me/me01/159/high.webp
me01-160;160;Mega Lucario ex;disponivel_tcgdex;;https://assets.tcgdex.net/pt/me/me01/160/high.webp
me01-161;161;Mega Absol ex;disponivel_tcgdex;;https://assets.tcgdex.net/pt/me/me01/161/high.webp
me01-162;162;Mega Mawile ex;disponivel_tcgdex;;https://assets.tcgdex.net/pt/me/me01/162/high.webp
me01-163;163;Mega Latias ex;disponivel_tcgdex;;https://assets.tcgdex.net/pt/me/me01/163/high.webp
me01-164;164;Mega Kangaskhan ex;disponivel_tcgdex;;https://assets.tcgdex.net/pt/me/me01/164/high.webp
me01-165;165;Traquinagem da Acerola;disponivel_tcgdex;;https://assets.tcgdex.net/pt/me/me01/165/high.webp
me01-166;166;Balão de Ar;disponivel_tcgdex;;https://assets.tcgdex.net/pt/me/me01/166/high.webp
me01-167;167;Poffin de Colega;disponivel_tcgdex;;https://assets.tcgdex.net/pt/me/me01/167/high.webp
me01-168;168;Gongo de Luta;disponivel_tcgdex;;https://assets.tcgdex.net/pt/me/me01/168/high.webp
me01-169;169;Determinação da Lílian;disponivel_tcgdex;;https://assets.tcgdex.net/pt/me/me01/169/high.webp
me01-170;170;Barganha do Ten. Surge;disponivel_tcgdex;;https://assets.tcgdex.net/pt/me/me01/170/high.webp
me01-171;171;Megassinal;disponivel_tcgdex;;https://assets.tcgdex.net/pt/me/me01/171/high.webp
me01-172;172;Jardim Misterioso;disponivel_tcgdex;;https://assets.tcgdex.net/pt/me/me01/172/high.webp
me01-173;173;Maca Noturna;disponivel_tcgdex;;https://assets.tcgdex.net/pt/me/me01/173/high.webp
me01-174;174;Suplemento Premium Pro;disponivel_tcgdex;;https://assets.tcgdex.net/pt/me/me01/174/high.webp
me01-175;175;Doce Raro;inconclusivo;;high.webp: HTTP 503
me01-176;176;Compaixão do Wally;disponivel_tcgdex;;https://assets.tcgdex.net/pt/me/me01/176/high.webp
me01-177;177;Mega Venusaur ex;disponivel_tcgdex;;https://assets.tcgdex.net/pt/me/me01/177/high.webp
me01-178;178;Mega Gardevoir ex;disponivel_tcgdex;;https://assets.tcgdex.net/pt/me/me01/178/high.webp
me01-179;179;Mega Lucario ex;disponivel_tcgdex;;https://assets.tcgdex.net/pt/me/me01/179/high.webp
me01-180;180;Mega Absol ex;disponivel_tcgdex;;https://assets.tcgdex.net/pt/me/me01/180/high.webp
me01-181;181;Mega Latias ex;disponivel_tcgdex;;https://assets.tcgdex.net/pt/me/me01/181/high.webp
me01-182;182;Mega Kangaskhan ex;disponivel_tcgdex;;https://assets.tcgdex.net/pt/me/me01/182/high.webp
me01-183;183;Traquinagem da Acerola;disponivel_tcgdex;;https://assets.tcgdex.net/pt/me/me01/183/high.webp
me01-184;184;Determinação da Lílian;disponivel_tcgdex;;https://assets.tcgdex.net/pt/me/me01/184/high.webp
me01-185;185;Barganha do Ten. Surge;disponivel_tcgdex;;https://assets.tcgdex.net/pt/me/me01/185/high.webp
me01-186;186;Compaixão do Wally;disponivel_tcgdex;;https://assets.tcgdex.net/pt/me/me01/186/high.webp
me01-187;187;Mega Gardevoir ex;disponivel_tcgdex;;https://assets.tcgdex.net/pt/me/me01/187/high.webp
me01-188;188;Mega Lucario ex;disponivel_tcgdex;;https://assets.tcgdex.net/pt/me/me01/188/high.webp
